,drug_row,drug_col,cell_line_name,synergy_loewe
156726,203.0,604.0,47.0,-29.6191316853178
157490,990.0,604.0,47.0,-4.57254958748326
158547,1352.0,37.0,47.0,-17.7946942071611
158459,475.0,788.0,47.0,-3.11077240103367
158308,1809.0,604.0,47.0,-24.8225673978785
158295,1796.0,604.0,47.0,-5.69198196792087
157854,1354.0,604.0,47.0,-13.7705748079577
157158,626.0,604.0,47.0,-36.3500596845282
157066,557.0,604.0,47.0,-5.18194878726083
158491,1330.0,1275.0,47.0,-0.391186661690201
158059,1558.0,604.0,47.0,-14.0935289996608
158766,216.0,296.0,47.0,3.22500755871298
158010,1509.0,604.0,47.0,-23.4453014825362
157317,817.0,604.0,47.0,-36.0032320767799
157137,605.0,604.0,47.0,-0.0181206392366404
157785,1285.0,604.0,47.0,-16.3534744191235
156858,334.0,604.0,47.0,-18.5541297273174
156546,21.0,604.0,47.0,-28.157217855295
157244,742.0,604.0,47.0,-21.9752720684315
157456,956.0,604.0,47.0,-34.5975106395843
158052,1551.0,604.0,47.0,-37.6753184107399
158072,1572.0,604.0,47.0,-16.6284967736915
158471,419.0,788.0,47.0,-28.6013823923322
156529,3.0,604.0,47.0,-38.1547335280881
156601,79.0,604.0,47.0,-0.711820044739595
156813,289.0,604.0,47.0,-10.4586284396066
158183,1684.0,604.0,47.0,-23.5507800983296
156907,385.0,604.0,47.0,-25.7034746531784
156602,80.0,604.0,47.0,-2.3853732973377
158066,1565.0,604.0,47.0,-14.8975315784601
157820,1320.0,604.0,47.0,-20.1258579491114
158429,753.0,123.0,47.0,-3.83174438243468
156611,89.0,604.0,47.0,0.201675640795023
158631,216.0,475.0,47.0,-29.7124588630815
157093,3144.0,604.0,47.0,-25.3744064315245
632347,1330.0,604.0,48.0,-7.911727931655354
157491,991.0,604.0,47.0,-30.5448358412485
158474,413.0,788.0,47.0,2.95544492977322
158223,1724.0,604.0,47.0,-33.0268436209682
158403,475.0,316.0,47.0,-48.0645198195305
158055,1554.0,604.0,47.0,-6.65446960358321
158824,15.0,1352.0,47.0,3.69481411329375
157330,830.0,604.0,47.0,-10.7751526873787
156565,41.0,604.0,47.0,1.17565749670061
157347,847.0,604.0,47.0,-32.1311171725596
158003,1502.0,604.0,47.0,-28.8380433479466
157904,1404.0,604.0,47.0,-32.1269850817932
157720,1220.0,604.0,47.0,5.70503146876292
157072,2699.0,604.0,47.0,10.9064792548406
157775,1275.0,604.0,47.0,-4.12157686922433
157107,571.0,604.0,47.0,-42.232379540709
157255,753.0,604.0,47.0,-0.0498403215726052
158707,406.0,1330.0,47.0,-10.2580885511305
632356,453.0,604.0,48.0,-8.7064631661191
158454,127.0,788.0,47.0,-32.5508141302494
158636,317.0,453.0,47.0,-27.1345478230991
157767,1267.0,604.0,47.0,-20.809353831423
158246,1747.0,604.0,47.0,-27.6935180381958
156975,459.0,604.0,47.0,-0.200263409995759
157292,792.0,604.0,47.0,-19.810517964243
157871,1371.0,604.0,47.0,-25.9007064260489
156857,333.0,604.0,47.0,-9.8896633442641
156754,230.0,604.0,47.0,-2.84052549396539
158550,72.0,359.0,47.0,-7.85553214445291
157296,796.0,604.0,47.0,7.03477543733797
158339,1840.0,604.0,47.0,-8.78288080151608
158240,1741.0,604.0,47.0,-12.3878137226907
158084,1585.0,604.0,47.0,-27.9403606591199
156656,134.0,604.0,47.0,-6.09138320377822
157519,1019.0,604.0,47.0,-28.7580409003729
158422,1352.0,316.0,47.0,18.4819711872918
157431,931.0,604.0,47.0,-22.8940757020095
157418,918.0,604.0,47.0,-24.8696305899145
632344,3932.0,604.0,48.0,-5.060999309552
158622,406.0,475.0,47.0,-7.47158343860207
157918,1418.0,604.0,47.0,-5.27965103669433
158649,31.0,453.0,47.0,3.35718537313053
157895,1395.0,604.0,47.0,-34.2496443736536
157975,1475.0,604.0,47.0,-29.7165147165128
156827,303.0,604.0,47.0,-31.1970361297261
158435,227.0,123.0,47.0,-64.0905759017093
157329,829.0,604.0,47.0,1.36404167362422
157401,901.0,604.0,47.0,-7.47308339822864
158475,31.0,788.0,47.0,3.83361435337768
632299,420.0,604.0,47.0,-11.413910773987205
157703,1203.0,604.0,47.0,3.66931071553316
157978,1478.0,604.0,47.0,-24.7195930113126
158680,419.0,317.0,47.0,-11.224990494355
157793,1293.0,604.0,47.0,6.37870277254089
157209,705.0,604.0,47.0,-30.4607377748747
158559,406.0,359.0,47.0,-17.1723959898692
157360,860.0,604.0,47.0,-32.7798152750478
157714,1214.0,604.0,47.0,-26.2795594545378
158113,1614.0,604.0,47.0,-25.3339514179751
158211,1712.0,604.0,47.0,-15.7950874422728
157629,1129.0,604.0,47.0,-14.370990343664
157086,3101.0,604.0,47.0,-10.4880928320539
158679,407.0,317.0,47.0,-8.53359302285413
156817,293.0,604.0,47.0,-0.827504023252752
158727,228.0,397.0,47.0,-8.08120759518469
156912,390.0,604.0,47.0,-5.98237753617649
158755,216.0,406.0,47.0,-15.4602196998405
156767,243.0,604.0,47.0,-16.0679828445263
157162,644.0,604.0,47.0,-68.809057743411
158751,1280.0,406.0,47.0,-2.30803694246878
157507,1007.0,604.0,47.0,-24.9043810136021
156735,212.0,604.0,47.0,-4.88222430945307
158166,1667.0,604.0,47.0,1.52679956831439
158377,227.0,101.0,47.0,-60.3892351204524
156548,23.0,604.0,47.0,-33.5146599740668
158410,75.0,316.0,47.0,-14.9010963906733
158402,72.0,316.0,47.0,-16.5702411456101
156918,396.0,604.0,47.0,-24.7247211637502
157750,1250.0,604.0,47.0,-18.3292713715402
157251,749.0,604.0,47.0,6.43060930578479
157838,1338.0,604.0,47.0,-25.7611503804077
158434,317.0,123.0,47.0,-37.3880252295071
157974,1474.0,604.0,47.0,-29.1727718283642
157444,944.0,604.0,47.0,-29.9909962644523
157643,1143.0,604.0,47.0,-34.2635836963825
157969,1469.0,604.0,47.0,-29.3086193486055
156623,101.0,604.0,47.0,0.207849743830898
158688,15.0,317.0,47.0,-6.06233054472446
157359,859.0,604.0,47.0,-21.7383825693772
157128,596.0,604.0,47.0,-26.7095885358238
157116,582.0,604.0,47.0,-31.913135991313
156576,53.0,604.0,47.0,8.02399589641077
157957,1457.0,604.0,47.0,-3.88355330194304
157637,1137.0,604.0,47.0,-28.8905330093112
156942,423.0,604.0,47.0,-26.0736574449782
158537,296.0,37.0,47.0,17.1092312305526
156579,56.0,604.0,47.0,6.27660943439822
158526,753.0,37.0,47.0,14.483575523074
156879,357.0,604.0,47.0,9.42025962488847
158153,1654.0,604.0,47.0,-24.7649893459126
158691,75.0,227.0,47.0,-16.337236554601
157983,1482.0,604.0,47.0,-33.356657677793
158407,227.0,316.0,47.0,-69.1127308159818
157482,982.0,604.0,47.0,-18.5629014784603
157030,514.0,604.0,47.0,-16.0630079125047
157083,4078.0,604.0,47.0,-35.2946043060127
158282,1783.0,604.0,47.0,-28.4444408662111
156828,304.0,604.0,47.0,-21.9976391061166
157522,1022.0,604.0,47.0,-26.6869989244866
632352,630.0,604.0,48.0,-8.355377314968685
158224,1725.0,604.0,47.0,-27.9663022332932
158793,216.0,419.0,47.0,-25.8752798672594
157291,791.0,604.0,47.0,-3.99983555584373
157680,1180.0,604.0,47.0,-37.5091302025612
158554,317.0,359.0,47.0,-35.7668467328151
157997,1496.0,604.0,47.0,-29.7519446479583
157488,988.0,604.0,47.0,-23.640786597443
157532,1032.0,604.0,47.0,-20.5383603948837
632359,604.0,604.0,48.0,-8.588966406901834
158493,75.0,1275.0,47.0,0.652662338800928
156875,353.0,604.0,47.0,1.83435730207849
158367,491.0,101.0,47.0,-5.30054494122985
157739,1239.0,604.0,47.0,-29.8118676710147
157788,1288.0,604.0,47.0,-11.6717460396314
632328,731.0,604.0,48.0,-0.6041467012945357
157487,987.0,604.0,47.0,-19.9043053166511
156699,176.0,604.0,47.0,-16.6609881466099
157327,827.0,604.0,47.0,-30.8212925231193
157570,1070.0,604.0,47.0,-65.2103148893696
156581,58.0,604.0,47.0,-29.7744553195909
158192,1693.0,604.0,47.0,-26.2096789420625
158788,15.0,407.0,47.0,-10.0992790028662
157038,522.0,604.0,47.0,4.15179877855671
158704,15.0,227.0,47.0,-10.7292982315216
156543,18.0,604.0,47.0,-28.9159723475923
158304,1805.0,604.0,47.0,-28.6549782513021
157282,780.0,604.0,47.0,-31.5639671590663
156749,225.0,604.0,47.0,-14.5493691622422
156618,96.0,604.0,47.0,-30.0821348182453
158821,15.0,216.0,47.0,-7.23273609780381
157976,1476.0,604.0,47.0,-21.444457561061
157615,1115.0,604.0,47.0,-34.9011528841787
156694,172.0,604.0,47.0,12.2061847210192
157379,879.0,604.0,47.0,-0.266425803851508
157210,706.0,604.0,47.0,-16.3286513152808
158796,15.0,419.0,47.0,-4.3751200373821
156500,37.0,296.0,46.0,4.76114364745934
156994,478.0,604.0,47.0,-32.1238653355563
158110,1611.0,604.0,47.0,-2.49933388259116
156826,302.0,604.0,47.0,6.84528646708149
158408,1330.0,316.0,47.0,-16.1524284358308
157000,484.0,604.0,47.0,-12.8219074086551
158313,1814.0,604.0,47.0,-2.05725439008829
157650,1150.0,604.0,47.0,-46.7686613049969
156515,753.0,3932.0,46.0,3.87950941303242
157549,1049.0,604.0,47.0,-28.4838833362961
157608,1108.0,604.0,47.0,-22.1511934737019
156742,219.0,604.0,47.0,-25.4035540824333
158515,407.0,127.0,47.0,-15.3129905819549
156874,351.0,604.0,47.0,4.95933362931759
157171,666.0,604.0,47.0,-21.8181251222256
158187,1688.0,604.0,47.0,3.53595004967618
157747,1247.0,604.0,47.0,-16.0629669604872
158364,123.0,101.0,47.0,-5.30971882568439
156892,370.0,604.0,47.0,-28.359736791964
157266,764.0,604.0,47.0,-13.2860313281048
156655,133.0,604.0,47.0,-6.62633053917944
156915,393.0,604.0,47.0,-9.97778686948138
156578,55.0,604.0,47.0,3.60956713304307
156537,11.0,604.0,47.0,-20.8485102688039
157053,541.0,604.0,47.0,-24.4769001363486
156664,142.0,604.0,47.0,-22.6763994206371
157422,922.0,604.0,47.0,-25.9844566243051
158075,1575.0,604.0,47.0,-43.6840939422836
158749,407.0,406.0,47.0,-9.80865507356243
158373,475.0,101.0,47.0,-10.2658631648116
158496,914.0,1275.0,47.0,-46.2209235672184
158468,296.0,788.0,47.0,-3.22946452176659
157099,562.0,604.0,47.0,-24.4287281317311
156701,178.0,604.0,47.0,-28.724772922548
157721,1221.0,604.0,47.0,-22.9922188406584
157651,1151.0,604.0,47.0,-39.3936361163829
157595,1095.0,604.0,47.0,-55.9802365932898
