,drug_row,drug_col,cell_line_name,synergy_loewe
623026,827.0,544.0,107.0,10.123282653333334
635248,3186.0,544.0,170.0,-5.881162984333333
623030,3186.0,544.0,107.0,2.455574201
623027,828.0,544.0,107.0,-1.779699145333333
634627,157.0,544.0,184.0,-23.230759586666665
650567,4172.0,544.0,128.0,10.023502966666667
623028,2063.0,544.0,107.0,5.195067088
623029,150.0,544.0,107.0,11.075345406666663
650563,828.0,544.0,128.0,24.772142966666667
650561,829.0,544.0,128.0,11.523977893333331
650568,2677.0,544.0,128.0,6.587773054333333
650569,157.0,544.0,128.0,1.826816998
623033,157.0,544.0,107.0,9.252789807333334
634626,2677.0,544.0,184.0,-0.893693608
635249,4172.0,544.0,170.0,-17.738863586666668
650564,2063.0,544.0,128.0,20.964714706666665
623031,4172.0,544.0,107.0,4.452551507666667
