,drug_row,drug_col,cell_line_name,synergy_zip
396381,374.0,2088.0,111.0,3.95757829762833
490382,1871.0,928.0,183.0,15.3164018293106
392515,2310.0,748.0,111.0,18.1009855528297
507515,2555.0,687.0,169.0,-6.42789330177828
485803,561.0,249.0,182.0,-2.17665391270153
408978,1871.0,548.0,113.0,1.35738932308202
448929,31.0,2832.0,181.0,14.3063374825039
429968,419.0,540.0,115.0,33.9001532847092
520492,2913.0,3928.0,128.0,16.0616866646004
364894,724.0,484.0,108.0,4.6080130605525
429061,2310.0,2026.0,115.0,1.99019482267923
495032,4150.0,4158.0,125.0,-16.2771714786046
459981,836.0,3100.0,120.0,-8.23915149881959
361765,453.0,562.0,108.0,57.9596630869285
474712,164.0,2400.0,123.0,18.0969508893873
386570,482.0,2875.0,110.0,13.2496428913859
520990,748.0,277.0,128.0,-24.1713772404282
511058,4148.0,313.0,127.0,-11.9236925757447
471073,4155.0,674.0,122.0,7.6603115429308
365434,604.0,364.0,108.0,12.9390773026946
516780,150.0,4152.0,128.0,12.7189777093138
511304,4150.0,4159.0,127.0,39.7095418864756
391578,682.0,4152.0,111.0,-14.020065596353
421407,523.0,928.0,114.0,-22.1105319036546
350862,1904.0,1257.0,106.0,5.30714003247054
430662,147.0,2088.0,115.0,17.8862440401428
476579,4155.0,574.0,123.0,-9.16885283371193
459991,836.0,4156.0,120.0,-1.12439399561171
471040,4155.0,3100.0,122.0,-4.55216193395571
472880,203.0,442.0,123.0,-15.3508927604518
382889,574.0,926.0,110.0,-17.8736497637973
351310,524.0,4155.0,106.0,-7.45177670826911
449137,374.0,2421.0,181.0,-0.178791912418028
466949,574.0,3100.0,122.0,-16.245130541555
477481,31.0,748.0,123.0,-2.37751038178323
441291,341.0,277.0,116.0,-5.65647198966256
480859,247.0,4158.0,124.0,-3.27898022981646
459879,2913.0,254.0,120.0,-14.126088262859
489191,4148.0,2426.0,183.0,-2.64813114683414
346903,574.0,438.0,106.0,65.1239161648676
491006,687.0,836.0,183.0,1.5765159959417
451282,1871.0,4159.0,117.0,-3.74806030902075
486165,341.0,232.0,182.0,30.4116387599169
486679,2677.0,2426.0,182.0,-4.70355800382369
405667,604.0,716.0,112.0,-2.06267993202511
447250,281.0,3214.0,181.0,-0.963587248580337
479772,601.0,2026.0,124.0,11.1704477872586
495322,217.0,1939.0,125.0,-3.39343701349493
489708,254.0,1257.0,183.0,-14.10447349141
499750,548.0,3898.0,125.0,-9.41136865568515
491261,3214.0,4155.0,183.0,23.1238003711886
382561,453.0,217.0,110.0,39.4288468892965
362102,574.0,836.0,108.0,-11.444995307206
489365,643.0,203.0,183.0,-2.01186807314213
505432,4148.0,4149.0,169.0,-0.29062968385105
