,drug_row,drug_col,cell_line_name,synergy_zip
396504,313.0,150.0,111.0,48.8754571268385
490384,1871.0,2424.0,183.0,-1.33896133644303
392573,562.0,341.0,111.0,-7.38781345139209
507670,920.0,601.0,169.0,4.58836510815921
485816,561.0,4153.0,182.0,-5.91437045573156
409230,419.0,2400.0,113.0,-5.03563812597701
449015,655.0,341.0,181.0,-5.49928450817072
430115,2451.0,548.0,115.0,-0.853399042755988
520508,2913.0,354.0,128.0,17.1036176153907
364896,724.0,232.0,108.0,-8.50085147465949
429209,562.0,4155.0,115.0,9.72729362773841
495016,4150.0,267.0,125.0,-8.41407589232334
460080,524.0,741.0,120.0,8.02754230334603
361745,453.0,2026.0,108.0,51.4290059743978
474778,3.0,601.0,123.0,6.81040453483008
386598,523.0,364.0,110.0,0.536189298462513
520998,374.0,143.0,128.0,-11.9287030820153
511207,643.0,687.0,127.0,0.447405536279162
471154,1904.0,354.0,122.0,6.98703757138027
365445,604.0,4154.0,108.0,30.165734492094
516861,821.0,364.0,128.0,18.0254594174629
511461,1909.0,4152.0,127.0,93.2557938023073
391631,682.0,2913.0,111.0,-4.95496009583281
421663,1904.0,249.0,114.0,-9.27380713504306
350869,1904.0,4156.0,106.0,-0.404078325303941
430794,920.0,3898.0,115.0,-6.63480666895589
476671,4156.0,267.0,123.0,-14.3807287160361
460090,524.0,4158.0,120.0,-4.75791583684636
471117,1904.0,2088.0,122.0,11.1204479351194
472933,540.0,3.0,123.0,1.55454250454787
382913,249.0,601.0,110.0,-1.40668819522674
351297,524.0,2677.0,106.0,-16.3484034046558
449240,313.0,601.0,181.0,-2.69296867241803
467062,788.0,920.0,122.0,52.0484760823185
477513,655.0,4151.0,123.0,-8.93760155898141
441301,341.0,748.0,116.0,-9.12921948987227
480872,364.0,2026.0,124.0,63.3532719423971
459966,836.0,203.0,120.0,-16.2028244519185
489232,4148.0,3379.0,183.0,1.07128705019851
346933,249.0,1238.0,106.0,-10.2804582377449
491036,354.0,1257.0,183.0,-10.5119969318195
451329,1330.0,232.0,117.0,31.379671928439
486180,341.0,85.0,182.0,24.062417969457
486684,2677.0,1225.0,182.0,-12.8004079899327
405823,482.0,203.0,112.0,1.16060785734905
447300,281.0,3010.0,181.0,-2.16268147332115
479798,601.0,741.0,124.0,13.2356508437273
495317,217.0,741.0,125.0,-10.933095827455
489720,217.0,4149.0,183.0,-10.1322408217043
499838,845.0,2088.0,126.0,11.7438171435282
491294,3100.0,1257.0,183.0,-4.39360326747645
382598,453.0,267.0,110.0,4.66582703391465
362088,574.0,364.0,108.0,-20.7121425349069
489391,643.0,552.0,183.0,9.20101953870364
505540,229.0,143.0,169.0,-4.88832072088375
464976,554.0,247.0,121.0,29.5246130852333
469084,354.0,4159.0,122.0,32.2496441682491
422390,31.0,1904.0,114.0,-11.2638831758048
489983,161.0,601.0,183.0,-3.23657738611918
462972,2426.0,4153.0,121.0,59.1725050096504
405174,724.0,85.0,112.0,8.32171147389816
488371,374.0,4151.0,182.0,19.1777352832214
462826,2400.0,523.0,121.0,-17.2698933131456
508289,281.0,4159.0,169.0,16.6107950871784
432063,1904.0,232.0,115.0,-12.6351131517839
484892,1871.0,716.0,182.0,-4.01696132455621
395209,523.0,143.0,111.0,11.9856311434056
459997,836.0,4159.0,120.0,-12.1591939612764
477188,524.0,281.0,123.0,-1.69289819166925
385072,3214.0,3928.0,110.0,13.0562177671928
347744,2310.0,741.0,106.0,14.399500957742
484885,1871.0,601.0,182.0,-4.56700943583785
482188,85.0,364.0,124.0,63.0498695576707
419546,601.0,254.0,114.0,-12.0733188213433
512017,3928.0,674.0,127.0,3.31137265898837
494984,4150.0,467.0,125.0,-11.2473955290219
363889,716.0,4158.0,108.0,-9.70111964476115
432040,1904.0,2424.0,115.0,-18.58383773753
408156,150.0,4152.0,113.0,-1.10984140574894
454421,778.0,4158.0,117.0,7.04671335029952
475825,281.0,3898.0,123.0,-9.99529396880965
515923,143.0,1257.0,128.0,-9.34528583464776
497221,2619.0,4158.0,125.0,11.1846635204533
511623,2310.0,643.0,127.0,-5.2584587693877
447448,926.0,2832.0,181.0,5.35403643384367
482106,1939.0,3.0,124.0,-5.25367653173834
493833,655.0,4155.0,183.0,1.0399544493115
446699,920.0,4156.0,181.0,4.9858298083354
385447,920.0,1257.0,110.0,17.1034906280654
443336,748.0,1257.0,116.0,-10.0760159471866
517067,2310.0,249.0,128.0,4.22422416096137
431585,604.0,4155.0,115.0,0.0754538287117354
520981,748.0,2832.0,128.0,-13.8617316394568
406344,4157.0,1225.0,112.0,12.9365283806916
346551,143.0,1257.0,106.0,1.03764400302297
365217,545.0,821.0,108.0,-19.8964643668228
450315,4150.0,2875.0,117.0,-2.50397638584879
385985,281.0,920.0,110.0,72.6321505987312
420262,2555.0,845.0,114.0,20.2158027277501
441236,341.0,1238.0,116.0,3.50662993037776
452863,220.0,267.0,117.0,-17.0047579305434
429862,928.0,442.0,115.0,-5.25666723789036
503541,195.0,467.0,126.0,18.4282317923277
352841,150.0,1238.0,107.0,0.493948757142323
509154,1904.0,4148.0,169.0,-12.4534774628292
347938,2349.0,442.0,106.0,-11.7591127542412
501405,2400.0,2026.0,126.0,-7.69529999900833
503688,4155.0,2451.0,126.0,10.6368120600425
402778,150.0,442.0,112.0,-12.1005488135772
366755,748.0,2426.0,108.0,-13.0352729199398
439011,4148.0,195.0,116.0,-9.93728283656138
508012,484.0,249.0,169.0,11.4268629550112
494547,574.0,765.0,125.0,-2.12737737230602
