,drug_row,drug_col,cell_line_name,synergy_bliss
159223,697.0,480.0,49.0,33.2358693241849
159386,719.0,3569.0,49.0,-12.304838906921
158972,576.0,527.0,49.0,-23.5180902237692
160559,756.0,31.0,49.0,2.70775873666682
158994,46.0,491.0,49.0,-4.79840242837964
160700,112.0,756.0,49.0,7.47308786346042
160114,1483.0,168.0,49.0,28.7778992976629
160344,697.0,222.0,49.0,27.6041193473422
628890,406.0,1869.0,154.0,7.400680089485784
158986,736.0,1239.0,49.0,-26.9357601214286
647279,67.0,480.0,49.0,-6.597657430595103
160638,1316.0,753.0,49.0,11.4410155931466
647506,453.0,756.0,49.0,9.7799096493042
160220,697.0,202.0,49.0,25.3105199320181
646952,296.0,37.0,49.0,6.007649898460524
646655,227.0,780.0,164.0,-0.7033478732527
646866,168.0,59.0,49.0,4.3335900506801295
159583,518.0,1348.0,49.0,-5.08699252321925
646849,168.0,822.0,49.0,3.033458907661378
159778,50.0,1787.0,49.0,7.52588307842729
160225,222.0,227.0,49.0,16.8619711891039
647516,453.0,345.0,49.0,20.6042511522026
159539,353.0,15.0,49.0,6.96887385945886
158952,465.0,426.0,49.0,-8.65207589329031
160780,15.0,296.0,49.0,3.9408701437011
647606,1348.0,31.0,49.0,42.575375270103066
160697,31.0,756.0,49.0,1.01962917122471
646995,406.0,75.0,49.0,7.325891396060005
160469,397.0,246.0,49.0,24.3578940347639
160676,1787.0,1358.0,49.0,1.84746654135346
159530,1623.0,15.0,49.0,20.146337913564
160864,168.0,1787.0,49.0,13.471912050428
647366,729.0,753.0,49.0,1.1159145927364298
159469,571.0,576.0,49.0,34.5860883596324
159933,606.0,205.0,49.0,28.4149173554092
647415,466.0,1348.0,49.0,5.835714925200087
647001,406.0,1239.0,49.0,2.5135660285883223
160362,1623.0,780.0,49.0,2.80197600567361
158934,570.0,787.0,49.0,-8.0516842716158
158925,736.0,787.0,49.0,-9.9972258280009
646894,465.0,480.0,49.0,-4.736781950540725
160247,205.0,345.0,49.0,11.2253498123353
160826,571.0,827.0,49.0,5.53933394762305
160425,827.0,1623.0,49.0,11.4345735519685
646967,296.0,216.0,49.0,3.820987480820775
159478,247.0,59.0,49.0,26.2749492895367
647321,59.0,46.0,49.0,-1.263657029952665
160601,37.0,112.0,49.0,2.45446615124638
160089,501.0,1316.0,49.0,-11.4112132792271
159760,80.0,1787.0,49.0,5.73200603455713
159097,1275.0,59.0,49.0,10.8606318572667
646893,465.0,173.0,49.0,7.79943186117771
628917,1883.0,1869.0,154.0,9.79759068181385
159544,719.0,465.0,49.0,-8.34955637316411
159320,1483.0,527.0,49.0,6.09139782217369
159522,331.0,606.0,49.0,17.8931097166022
159844,527.0,202.0,49.0,43.1113024303387
159686,697.0,50.0,49.0,20.7176125522323
159090,729.0,576.0,49.0,14.5049711760549
159549,397.0,465.0,49.0,11.7600895779991
160222,67.0,227.0,49.0,29.6338314599069
159582,719.0,1348.0,49.0,2.51707154550283
159501,501.0,159.0,49.0,6.56638308060312
159230,240.0,352.0,49.0,5.67321997741612
647089,80.0,59.0,49.0,1.5125863260918448
647286,67.0,222.0,49.0,-4.073080175242305
160209,246.0,202.0,49.0,32.4239402111528
158919,1347.0,70.0,49.0,-8.13083969308
159944,1312.0,205.0,49.0,43.4403635677366
647122,571.0,159.0,49.0,5.960478434996972
159099,1312.0,59.0,49.0,5.22672534687342
647009,753.0,790.0,49.0,3.3001889610320303
159708,37.0,1316.0,49.0,0.809919988825667
159911,470.0,345.0,49.0,17.9053475121071
159046,1347.0,80.0,49.0,12.1548502240176
160331,240.0,222.0,49.0,-0.811935447751355
160806,127.0,527.0,49.0,-1.96135521105919
160586,491.0,1590.0,49.0,-0.356359516093134
159165,1275.0,1348.0,49.0,-1.60836541298244
159487,199.0,59.0,49.0,30.3601487043132
646890,465.0,756.0,49.0,1.55775961558099
647359,247.0,715.0,49.0,1.75595854620208
647377,729.0,453.0,49.0,1.39120587682231
628880,822.0,779.0,154.0,3.755474905776113
647134,571.0,352.0,49.0,-4.28276282631144
158865,70.0,352.0,49.0,12.951947480611
647523,453.0,787.0,49.0,7.644800712888895
159962,729.0,247.0,49.0,12.7916279427836
159325,1086.0,527.0,49.0,13.7939334625539
159525,827.0,606.0,49.0,10.9484287389059
159720,352.0,168.0,49.0,15.3556134748298
647069,345.0,1358.0,49.0,2.87496193680717
158948,59.0,426.0,49.0,-7.89776295103754
642213,480.0,715.0,162.0,13.700516934861133
160267,247.0,67.0,49.0,22.2459389042173
160238,501.0,227.0,49.0,5.89494554325123
160532,1239.0,46.0,49.0,-2.61089817512004
159181,570.0,470.0,49.0,8.94482683619157
160338,397.0,222.0,49.0,-1.91126745894392
160135,518.0,1787.0,49.0,1.73200441911509
647562,780.0,787.0,49.0,6.747365554440056
647536,453.0,780.0,49.0,7.84687842458458
647534,453.0,1316.0,49.0,10.199552666527904
159730,80.0,168.0,49.0,22.5034759491942
159388,731.0,3569.0,49.0,9.67812617382695
160174,780.0,300.0,49.0,21.3159879473964
647338,159.0,59.0,49.0,2.5218149865889994
647353,3569.0,527.0,49.0,-0.4202256327577247
159423,719.0,736.0,49.0,-4.98582537805703
158941,46.0,426.0,49.0,-16.0905046377184
646653,753.0,779.0,164.0,-0.2351287242347031
158879,37.0,352.0,49.0,-28.6904020973628
160030,50.0,719.0,49.0,-15.0266017235129
647593,216.0,715.0,49.0,10.143778963344616
647395,466.0,345.0,49.0,4.366395903896987
159324,353.0,527.0,49.0,9.08822784380297
159126,50.0,606.0,49.0,-16.0571760409298
160195,345.0,202.0,49.0,3.70498249558471
160357,827.0,466.0,49.0,5.40148198825965
159698,1358.0,1316.0,49.0,14.242865060108
647209,787.0,453.0,49.0,6.485140250526214
160589,1869.0,75.0,49.0,5.78604826651495
159224,300.0,352.0,49.0,0.849832525408684
159103,37.0,159.0,49.0,5.22573639536039
159899,729.0,227.0,49.0,16.0505114477191
160758,127.0,59.0,49.0,10.903789489866
647680,15.0,756.0,49.0,8.112201286690475
159981,470.0,466.0,49.0,24.7733736895711
160206,719.0,202.0,49.0,-12.3166239050067
647091,80.0,729.0,49.0,-0.6035410609978115
159906,15.0,345.0,49.0,6.26930748600483
647670,112.0,1358.0,49.0,5.33573740714017
160001,756.0,822.0,49.0,29.1066939110916
647659,491.0,420.0,49.0,1.4445125875801654
159454,247.0,576.0,49.0,22.6866572183375
160522,827.0,353.0,49.0,5.91053394632799
159189,296.0,1275.0,49.0,10.401692464893
159856,606.0,202.0,49.0,18.9073655615146
159118,1348.0,606.0,49.0,-1.54480852081527
647519,453.0,37.0,49.0,1.5971140169354476
159560,1483.0,37.0,49.0,19.289247949607
159362,1483.0,46.0,49.0,37.2089024234969
160417,246.0,1623.0,49.0,11.6838569924271
647226,527.0,787.0,49.0,3.934200803375153
