,drug_row,drug_col,cell_line_name,synergy_zip
641233,780.0,150.0,59.0,6.631735873301038
631962,4171.0,537.0,8.0,-3.8509669886760536
638005,331.0,161.0,76.0,1.7997584592961722
633080,3753.0,2400.0,156.0,-9.80817002238808
650948,1584.0,2268.0,14.0,-9.012706991185476
650755,331.0,788.0,14.0,-3.348705106579028
629674,4170.0,2558.0,55.0,-2.395784727368235
630033,68.0,2268.0,55.0,3.5123119392746505
641192,4171.0,555.0,59.0,-0.3027226217127596
630478,1904.0,555.0,155.0,-0.9143683933389828
632003,1904.0,788.0,8.0,-0.2569844344255036
644402,3520.0,341.0,163.0,3.610060659481893
629635,164.0,195.0,55.0,4.967488023882303
643966,3753.0,3520.0,163.0,0.6109521565403895
640998,341.0,195.0,59.0,5.241125054099832
627136,537.0,72.0,152.0,-3.911974627836162
641956,3931.0,341.0,110.0,0.429806708470284
638931,47.0,748.0,185.0,6.027914840717967
637852,1337.0,466.0,76.0,1.957770239871797
622119,4171.0,2400.0,106.0,8.710111130312345
646503,47.0,341.0,13.0,6.815791009350657
624858,3753.0,2764.0,151.0,-5.9244009398002
640509,4170.0,141.0,160.0,-0.6355277634608442
622661,537.0,2558.0,148.0,10.022480640725012
644375,85.0,68.0,163.0,3.5981948420404724
642695,1337.0,780.0,102.0,-2.5673029372600147
625164,2399.0,341.0,151.0,5.072737723101953
632186,1347.0,537.0,8.0,-9.352701593970473
627267,11.0,537.0,152.0,-0.7974591123155426
623609,3520.0,537.0,107.0,-0.5925530350616899
645279,15.0,466.0,60.0,6.17526595177201
635434,788.0,2764.0,75.0,2.448157673026948
636970,11.0,3753.0,158.0,4.422443014402588
623955,11.0,2558.0,149.0,-1.3650502477168651
625298,2981.0,3753.0,151.0,1.2807180708828525
629778,1904.0,72.0,55.0,6.301926941446498
640647,11.0,466.0,160.0,1.69388941671462
638874,1347.0,555.0,185.0,5.434457632808122
637662,2399.0,72.0,74.0,1.6508180820356175
624860,3753.0,4169.0,151.0,-9.681737995984545
623674,1884.0,2268.0,149.0,-4.276797447406572
648419,2349.0,331.0,116.0,1.0696399471228522
628451,466.0,2268.0,153.0,2.450342063944728
650904,748.0,788.0,14.0,11.442120756250215
650120,748.0,2764.0,105.0,4.661972196818571
648990,1584.0,555.0,165.0,-1.4766361746600325
645449,1884.0,778.0,61.0,1.2201165324990275
637396,466.0,2558.0,74.0,11.69229717706385
643867,1337.0,85.0,163.0,-2.0247031633407326
641520,2981.0,748.0,59.0,0.8212168605485277
639098,161.0,195.0,159.0,1.9983827484773
631833,3753.0,780.0,8.0,-11.125441081657437
622456,1337.0,341.0,148.0,4.28306114616733
638600,4170.0,150.0,185.0,3.0285105335207048
645299,47.0,466.0,60.0,3.62426997445069
622967,85.0,788.0,148.0,1.3571660462025528
624033,2399.0,72.0,149.0,5.906886631849242
649911,3753.0,2764.0,105.0,12.18408079598692
627265,11.0,466.0,152.0,1.4169327598504715
635723,748.0,2399.0,75.0,-3.964531670463227
634246,4170.0,2981.0,11.0,2.8827655970839485
649851,1884.0,2558.0,105.0,0.8079644574823177
642903,4171.0,555.0,102.0,0.8136148759902223
641083,3753.0,748.0,59.0,-4.10914560727064
636408,1584.0,164.0,157.0,7.2695336457791
627296,3931.0,2558.0,152.0,3.07373593748799
623408,1584.0,748.0,107.0,3.1129807805512173
644268,2400.0,466.0,163.0,-1.8871341891083389
643662,2349.0,780.0,113.0,4.952608292780825
627045,3753.0,2400.0,152.0,1.708969238267282
643043,1584.0,778.0,102.0,-1.402200805046815
643644,3931.0,195.0,113.0,-7.21066181386603
651060,1347.0,195.0,14.0,-0.0483303698193775
648195,4170.0,2558.0,116.0,2.1410523035879137
633142,4170.0,2268.0,156.0,-1.2705778161997408
646090,4169.0,2558.0,13.0,1.29293962707311
638365,85.0,780.0,76.0,14.389287116816323
632158,141.0,150.0,8.0,1.07206303285214
625276,85.0,161.0,151.0,8.014239591099585
635580,4170.0,4169.0,75.0,-3.0545229873550683
650816,537.0,2399.0,14.0,-6.238227694856303
636824,4170.0,195.0,158.0,-1.9919744272487248
622586,164.0,195.0,148.0,6.791197120317257
640734,2400.0,537.0,160.0,0.0125380050011072
637065,2400.0,85.0,158.0,4.026779642679791
622752,778.0,2268.0,148.0,5.044962995796798
633100,164.0,68.0,156.0,-1.751112381896277
641885,778.0,341.0,110.0,9.994824489188224
622807,1584.0,3753.0,148.0,4.798413134920567
621964,161.0,68.0,106.0,12.834801414979337
624750,555.0,150.0,151.0,-1.2935476354559363
645683,1904.0,195.0,61.0,-6.436791825140353
636393,11.0,195.0,157.0,5.75199966322607
650266,1347.0,2268.0,105.0,-0.5763888732521898
637494,4171.0,331.0,74.0,6.947429935963603
622780,11.0,2558.0,148.0,3.907178828687453
629839,11.0,331.0,55.0,1.1154317168318149
637449,4170.0,11.0,74.0,-0.8343359084996573
645606,537.0,2268.0,61.0,3.929739195677976
642915,4171.0,3753.0,102.0,5.48579336268051
645209,2399.0,195.0,60.0,4.551111512507697
630652,141.0,85.0,155.0,1.7078906979835982
640674,1584.0,748.0,160.0,1.5239394832145032
635625,4171.0,72.0,75.0,1.5123301055127731
641910,748.0,2399.0,110.0,-1.9300483061742524
650344,2981.0,2558.0,105.0,-2.3762852504150302
631289,1347.0,195.0,57.0,-1.8174540647876
646006,555.0,2268.0,13.0,2.4389742261249667
632985,72.0,2558.0,156.0,-2.2735619802270444
633345,3931.0,1904.0,156.0,-4.808465365346979
622795,11.0,778.0,148.0,4.850742952093783
629726,4171.0,72.0,55.0,3.0852744023728027
637972,164.0,537.0,76.0,-0.943830075681336
641097,164.0,2268.0,59.0,1.695935888132655
625312,3520.0,341.0,151.0,-4.23199152331857
648799,331.0,555.0,165.0,9.072886399766311
624165,2981.0,150.0,149.0,-4.397540673730145
635400,555.0,2399.0,75.0,-2.172141835702619
630890,150.0,4169.0,57.0,-4.760029121454617
623439,2349.0,164.0,107.0,3.5389302639574374
650054,4171.0,11.0,105.0,4.724873272461243
641475,47.0,1904.0,59.0,-1.84073454270537
632161,141.0,161.0,8.0,0.0465134858816924
637047,2399.0,68.0,158.0,-0.6088116681186808
638580,331.0,72.0,185.0,0.531028536121643
645646,4171.0,47.0,61.0,3.072201186700345
643182,47.0,331.0,102.0,6.134030348612628
649875,150.0,4169.0,105.0,-5.291648415618665
635536,164.0,2399.0,75.0,4.06016833723404
623172,164.0,2268.0,107.0,7.288630031828462
625230,15.0,788.0,151.0,5.273057810259287
622247,3931.0,331.0,106.0,0.260991648373148
623785,331.0,2558.0,149.0,-4.833917849267033
641823,4171.0,164.0,110.0,12.588235115788793
637405,466.0,331.0,74.0,0.5802695846066305
630728,85.0,195.0,155.0,4.327973468204678
623572,85.0,2399.0,107.0,0.700085565444335
622782,11.0,788.0,148.0,1.292035868159565
623324,1904.0,788.0,107.0,2.7216430323627323
648324,778.0,195.0,116.0,14.87065686299572
640529,537.0,195.0,160.0,1.6567383927728994
627159,4171.0,2764.0,152.0,2.533770016523481
645060,780.0,341.0,60.0,-0.4684392123948185
629769,780.0,161.0,55.0,-0.0027062919549398
631740,1337.0,1904.0,8.0,-2.94641189147466
645814,2400.0,466.0,61.0,8.606630908935523
633048,161.0,2558.0,156.0,-3.07371367708007
638265,2400.0,780.0,76.0,8.365258365982102
637394,466.0,555.0,74.0,3.5645942592151347
642748,150.0,778.0,102.0,2.725987012349245
635458,1884.0,748.0,75.0,1.57824875369181
648260,4171.0,331.0,116.0,-6.930939465210972
646096,161.0,341.0,13.0,11.230988886219665
650902,748.0,2558.0,14.0,-5.95479291307372
631276,1347.0,2558.0,57.0,-7.939899163990282
636829,4170.0,1584.0,158.0,-1.03101303996022
629770,780.0,331.0,55.0,2.947966935423678
650839,4171.0,748.0,14.0,-1.5315222969838425
641306,11.0,466.0,59.0,2.95924383748247
640856,2981.0,537.0,160.0,0.2695910658773052
630856,788.0,341.0,57.0,4.919479443029367
631077,4171.0,15.0,57.0,5.233840842436875
650865,780.0,195.0,14.0,6.823586954754435
632266,2981.0,164.0,8.0,2.741446557341084
650691,3753.0,555.0,14.0,-9.431275993879876
631135,748.0,2764.0,57.0,0.9301460702125304
622557,3753.0,161.0,148.0,7.59894133626155
642945,780.0,2764.0,102.0,0.5852674409749015
631840,3753.0,2400.0,8.0,-17.982773791658374
644181,11.0,3753.0,163.0,4.6818887330022525
630030,85.0,68.0,55.0,7.12054423893797
648252,4171.0,150.0,116.0,-5.767233322159047
627006,2764.0,68.0,152.0,3.4116012118564725
629916,2400.0,341.0,55.0,-0.5885080303081055
641603,1337.0,195.0,110.0,-8.09642918213244
637880,788.0,68.0,76.0,-0.6685252271750787
628421,3753.0,2349.0,153.0,-4.11153135583623
641266,778.0,2558.0,59.0,-2.020328051644115
633206,4171.0,778.0,156.0,5.099093661098193
628747,141.0,466.0,153.0,2.330620254006454
634480,141.0,3753.0,11.0,-2.765241578626336
634148,3753.0,466.0,11.0,5.1706391586807
643263,555.0,2399.0,113.0,-2.0513878053773613
648974,11.0,150.0,165.0,1.450906271994015
625176,2400.0,161.0,151.0,-3.14995085590045
624863,3753.0,466.0,151.0,-5.943552596984175
633242,1904.0,341.0,156.0,-0.4738432249737217
648474,1347.0,2558.0,116.0,-2.8981589448569807
642690,1337.0,3753.0,102.0,4.182712782965231
623615,3520.0,2399.0,107.0,8.64472384943528
635901,47.0,466.0,75.0,3.70066110826574
641333,1584.0,748.0,59.0,7.897778729592694
642079,47.0,2558.0,110.0,3.651846797312185
628623,748.0,331.0,153.0,3.0134421205492075
