,drug_row,drug_col,cell_line_name,synergy_loewe
240539,2930.0,2815.0,68.0,-9.50667730218572
240474,949.0,4086.0,68.0,-6.95442929651838
240523,699.0,4086.0,68.0,-15.8040486914175
240509,2815.0,3912.0,68.0,-23.8750901099697
240542,2930.0,992.0,68.0,-47.9007196821286
240518,2930.0,3912.0,68.0,1.65130319253125
240533,2930.0,2930.0,68.0,2.65439376874442
240487,42.0,3912.0,68.0,8.34221014140375
240515,2930.0,699.0,68.0,-61.1222919361634
240540,699.0,1944.0,68.0,2.35675681221157
631409,4185.0,2199.0,68.0,-3.32268747847867
240477,949.0,2930.0,68.0,0.88232637826274
631422,3587.0,2930.0,68.0,-1.756823482494878
240531,992.0,992.0,68.0,-0.221842083499472
240491,1784.0,2930.0,68.0,3.23701378865625
631403,1378.0,2815.0,68.0,-12.967015931865248
240498,992.0,1904.0,68.0,7.67776979705338
240520,1944.0,4086.0,68.0,5.8383035960323
240484,42.0,699.0,68.0,-23.766316551406
240536,4086.0,4086.0,68.0,-0.701520558660433
240470,949.0,1688.0,68.0,1.77103254125496
240488,1784.0,992.0,68.0,-23.9782788870766
240513,1904.0,1688.0,68.0,-33.5525833870265
240478,42.0,1784.0,68.0,3.74944085819157
631399,699.0,3587.0,68.0,-4.826011065743746
240475,949.0,2815.0,68.0,-11.7927210241934
240511,1904.0,699.0,68.0,-20.1196179488391
631414,2815.0,1944.0,68.0,1.43216815252894
631400,1378.0,699.0,68.0,-68.6165435963715
240527,1688.0,3912.0,68.0,-0.250940735097044
240522,1944.0,3912.0,68.0,10.3934854793627
631420,2930.0,1944.0,68.0,-3.25583099490412
240486,42.0,1688.0,68.0,-2.74567837350602
240500,992.0,1944.0,68.0,-44.2359938588175
240517,2930.0,1688.0,68.0,-0.0074284033488006
240499,992.0,2930.0,68.0,-36.3457373800979
240525,699.0,3912.0,68.0,-21.7997773167954
240497,992.0,2815.0,68.0,-9.51480946332271
240519,1944.0,699.0,68.0,-26.4600587541244
631418,2815.0,1051.0,68.0,3.981652233702586
631410,4185.0,2815.0,68.0,-0.1452644068954851
240535,699.0,699.0,68.0,-7.71144943022692
240481,42.0,1904.0,68.0,-12.4376955783415
240506,2815.0,699.0,68.0,-6.27711788570312
631417,2815.0,2930.0,68.0,-3.574101407294755
240537,1688.0,1688.0,68.0,1.89715626475925
240541,2199.0,42.0,68.0,-2.4968677096064
631419,1904.0,1944.0,68.0,-2.0381707887660423
240512,1904.0,4086.0,68.0,2.98026226443001
240503,992.0,1688.0,68.0,-34.6282845698276
240468,949.0,1784.0,68.0,-8.66512400675088
240529,42.0,42.0,68.0,0.515777370438355
240494,1784.0,4086.0,68.0,1.13149648955025
240469,949.0,992.0,68.0,-29.0880285099442
240496,1784.0,3912.0,68.0,-0.232630180241685
631415,2815.0,2199.0,68.0,-11.7229848718241
631412,4185.0,3587.0,68.0,-3.216021676323872
240493,1784.0,699.0,68.0,-9.28558610741751
240538,3912.0,3912.0,68.0,-1.97457486559461
631406,1378.0,949.0,68.0,-9.081843600336702
240485,42.0,4086.0,68.0,6.38094265964066
240528,949.0,949.0,68.0,1.42287434039762
