,drug_row,drug_col,cell_line_name,synergy_zip
159246,67.0,70.0,49.0,11.0713527787956
159233,518.0,352.0,49.0,9.73944977803705
159385,1623.0,3569.0,49.0,20.9103954535342
158986,736.0,1239.0,49.0,-12.7919014727831
160545,822.0,127.0,49.0,-0.964170683504826
159006,736.0,46.0,49.0,-8.4296429916782
160697,31.0,756.0,49.0,1.7692382499153
160109,1623.0,168.0,49.0,26.4723323777336
160335,731.0,222.0,49.0,1.63774832337004
628896,227.0,780.0,154.0,2.04393325772073
159000,470.0,491.0,49.0,-16.309754186598
647454,331.0,1348.0,49.0,4.5059612183593405
160624,3569.0,756.0,49.0,5.13625806316605
647508,453.0,168.0,49.0,19.0015498414261
160213,571.0,202.0,49.0,-3.51768345048181
646960,296.0,3569.0,49.0,-3.054189034288925
646663,466.0,2039.0,164.0,-2.9045412888450497
646871,168.0,75.0,49.0,7.77956518705872
159593,1623.0,1590.0,49.0,15.7008939956109
646849,168.0,822.0,49.0,3.6076775660504894
159783,426.0,406.0,49.0,17.1577760514523
160219,1086.0,202.0,49.0,41.3414658675399
647520,453.0,570.0,49.0,18.91345612246156
159545,518.0,465.0,49.0,36.3240743445569
158959,1275.0,426.0,49.0,-17.776524865883
160779,480.0,296.0,49.0,6.43401778107384
647607,782.0,420.0,49.0,-1.9603293567904
160694,127.0,491.0,49.0,12.5083078702873
646995,406.0,75.0,49.0,7.32855372626513
160466,1086.0,731.0,49.0,3.41708045124443
160668,406.0,222.0,49.0,6.1847915602327
159534,246.0,15.0,49.0,14.6495418268207
160865,753.0,571.0,49.0,-0.514002777195907
647375,729.0,1358.0,49.0,3.2025428156402467
159469,571.0,576.0,49.0,30.1426185409819
159934,15.0,205.0,49.0,12.2402375750019
647427,331.0,465.0,49.0,9.142911961229837
647002,406.0,491.0,49.0,0.5762628954487875
160352,1483.0,466.0,49.0,13.1295254314427
158933,1275.0,787.0,49.0,-20.1291473707515
158924,1358.0,787.0,49.0,-6.30165356653607
646896,465.0,345.0,49.0,10.954946847778418
160237,397.0,227.0,49.0,12.3992443450112
160817,222.0,827.0,49.0,11.1522686129959
160416,731.0,1623.0,49.0,2.31424501872343
646972,296.0,112.0,49.0,3.5806340911146752
159477,205.0,59.0,49.0,23.0881385946834
647333,159.0,80.0,49.0,7.10833609078188
160586,491.0,1590.0,49.0,0.0531473348959177
160083,719.0,1316.0,49.0,10.1313166944616
159764,59.0,1787.0,49.0,3.67111978048265
159112,729.0,159.0,49.0,9.70463883749363
646895,465.0,406.0,49.0,1.6161371098749435
642206,420.0,780.0,162.0,7.287433753781904
159550,501.0,465.0,49.0,27.9590824345842
159314,822.0,527.0,49.0,28.4115455555223
159523,199.0,606.0,49.0,28.6916737918204
159851,736.0,202.0,49.0,19.0467250416456
159692,787.0,1316.0,49.0,20.4637967116953
159098,570.0,59.0,49.0,3.95876037368201
159555,1623.0,37.0,49.0,46.3266773526755
160216,353.0,202.0,49.0,20.343669466865
159592,697.0,1348.0,49.0,21.8599404808799
159502,199.0,159.0,49.0,32.8121724987544
159237,397.0,352.0,49.0,-20.9924670931166
647099,80.0,31.0,49.0,4.334661694508165
647301,67.0,1239.0,49.0,5.970183258609038
160199,222.0,202.0,49.0,5.19814007001067
158918,729.0,70.0,49.0,-13.4459304238142
159944,1312.0,205.0,49.0,40.4970010653647
