,drug_row,drug_col,cell_line_name,synergy_bliss
240542,2930.0,992.0,68.0,-0.0506127187888601
240473,949.0,699.0,68.0,-2.31005050513859
240525,699.0,3912.0,68.0,-1.04203809090465
240507,2815.0,4086.0,68.0,3.70375932872311
631398,699.0,2930.0,68.0,-1.5231217896731557
240520,1944.0,4086.0,68.0,-1.17845731784462
240534,1944.0,1944.0,68.0,-11.3840922097685
240485,42.0,4086.0,68.0,1.0917080709233
240515,2930.0,699.0,68.0,-4.46844007161915
240543,2815.0,992.0,68.0,-0.121759924544449
631407,4185.0,699.0,68.0,-8.851095442572861
240475,949.0,2815.0,68.0,-8.18327592996943
631422,3587.0,2930.0,68.0,1.1405948624225777
240533,2930.0,2930.0,68.0,-6.01698047983068
240488,1784.0,992.0,68.0,-9.42077691847155
631402,1378.0,4185.0,68.0,-3.25204893862838
240497,992.0,2815.0,68.0,-2.92234377560181
240522,1944.0,3912.0,68.0,2.92146390131599
240481,42.0,1904.0,68.0,-14.8711715792807
240538,3912.0,3912.0,68.0,-4.63356162749892
240470,949.0,1688.0,68.0,-5.88753314432927
240486,42.0,1688.0,68.0,-9.79724660307169
240514,1904.0,3912.0,68.0,-2.25932349383192
240476,949.0,1904.0,68.0,-4.12057582322561
631399,699.0,3587.0,68.0,-3.8924385383570783
240474,949.0,4086.0,68.0,-9.10165177363702
240511,1904.0,699.0,68.0,-17.9990984690088
631415,2815.0,2199.0,68.0,-4.204652123126757
631400,1378.0,699.0,68.0,-3.2254601426054683
240528,949.0,949.0,68.0,-4.90665744776694
240524,699.0,1688.0,68.0,4.04166314996564
631420,2930.0,1944.0,68.0,-4.130427536339845
240484,42.0,699.0,68.0,-11.8103361101529
240499,992.0,2930.0,68.0,5.52953489695378
240517,2930.0,1688.0,68.0,-5.87162711957596
240498,992.0,1904.0,68.0,7.88683360268658
240526,4086.0,3912.0,68.0,-4.45675444424286
240496,1784.0,3912.0,68.0,-0.832485126255453
240521,1944.0,1688.0,68.0,-0.326335064288335
631418,2815.0,1051.0,68.0,-0.5752578523326668
631408,4185.0,1378.0,68.0,0.5930223252094668
240536,4086.0,4086.0,68.0,-6.53117224165082
240479,42.0,992.0,68.0,-13.7180905995694
240505,2815.0,1904.0,68.0,-4.04185180446856
631417,2815.0,2930.0,68.0,-3.6005468385212183
240539,2930.0,2815.0,68.0,-1.38894271545217
631397,699.0,2199.0,68.0,1.875042846589653
631419,1904.0,1944.0,68.0,-3.56273956125763
240513,1904.0,1688.0,68.0,-12.0091049481916
240502,992.0,4086.0,68.0,2.30236705708153
240468,949.0,1784.0,68.0,-5.38639780412898
240530,1784.0,1784.0,68.0,-10.7675769259259
240492,1784.0,1944.0,68.0,-16.2585993970012
240469,949.0,992.0,68.0,-0.125049002133636
240495,1784.0,1688.0,68.0,-4.90193085659385
631416,2815.0,2815.0,68.0,3.316773332440534
631410,4185.0,2815.0,68.0,-0.2773717116786824
240489,1784.0,2815.0,68.0,-0.910054001133405
240541,2199.0,42.0,68.0,-2.65379319905947
631405,1378.0,3587.0,68.0,0.5570745404181916
240483,42.0,1944.0,68.0,-9.84881879528858
240529,42.0,42.0,68.0,-26.2838571807011
