,drug_row,drug_col,cell_line_name,synergy_zip
240544,1944.0,42.0,68.0,-7.29576809038017
240473,949.0,699.0,68.0,1.42805301698459
240527,1688.0,3912.0,68.0,-5.12901403502926
240510,1904.0,2930.0,68.0,2.5699843951231
631399,699.0,3587.0,68.0,-1.817091639826496
240521,1944.0,1688.0,68.0,-7.63263460582621
240536,4086.0,4086.0,68.0,-8.61005418900263
240489,1784.0,2815.0,68.0,-0.53150871501446
240516,2930.0,4086.0,68.0,-6.84819586582835
631397,699.0,2199.0,68.0,2.7710598722570983
631412,4185.0,3587.0,68.0,-4.551236940359619
240476,949.0,1904.0,68.0,-5.38894139351226
631422,3587.0,2930.0,68.0,-0.8633964833154262
240535,699.0,699.0,68.0,0.485478982926286
240492,1784.0,1944.0,68.0,-14.879331162723
631408,4185.0,1378.0,68.0,-2.610130267846293
240500,992.0,1944.0,68.0,-3.62482219039887
240524,699.0,1688.0,68.0,1.82223138324044
240486,42.0,1688.0,68.0,-6.56950729700027
240540,699.0,1944.0,68.0,-9.43740933041045
240470,949.0,1688.0,68.0,-6.89341526839357
240490,1784.0,1904.0,68.0,-12.2056408170673
240515,2930.0,699.0,68.0,-4.04125131090967
240477,949.0,2930.0,68.0,-1.52114799652243
631400,1378.0,699.0,68.0,-1.967647005375157
240474,949.0,4086.0,68.0,-7.80777132178122
240513,1904.0,1688.0,68.0,-6.02220292001784
631416,2815.0,2815.0,68.0,4.324978373852041
631401,1378.0,2199.0,68.0,-5.859899781968077
240531,992.0,992.0,68.0,2.21378928376464
240526,4086.0,3912.0,68.0,-1.69579554931055
631421,3587.0,2815.0,68.0,-2.080377861159335
240488,1784.0,992.0,68.0,-9.4755667245691
240502,992.0,4086.0,68.0,2.80935285677718
240519,1944.0,699.0,68.0,-8.16109469275049
240501,992.0,699.0,68.0,-2.36736797942105
240529,42.0,42.0,68.0,-20.5198093193081
240499,992.0,2930.0,68.0,3.9416078875396
240523,699.0,4086.0,68.0,-2.04295204441228
631419,1904.0,1944.0,68.0,-6.211049427015495
631413,4086.0,1688.0,68.0,2.6654502459359626
240539,2930.0,2815.0,68.0,-4.81243406713542
240483,42.0,1944.0,68.0,-10.1014688937538
240507,2815.0,4086.0,68.0,5.07936095369765
631418,2815.0,1051.0,68.0,-1.9396594157465663
240541,2199.0,42.0,68.0,-8.99356799582221
631398,699.0,2930.0,68.0,-1.5508193212878871
631420,2930.0,1944.0,68.0,-8.290928920527135
240514,1904.0,3912.0,68.0,-1.56975865783872
240504,992.0,3912.0,68.0,-3.43830790483477
240468,949.0,1784.0,68.0,-4.77900562901871
240533,2930.0,2930.0,68.0,-5.62213441635955
240494,1784.0,4086.0,68.0,-5.17950204403883
240469,949.0,992.0,68.0,-0.405894114216627
240496,1784.0,3912.0,68.0,-3.03710159525197
631417,2815.0,2930.0,68.0,-5.564016867523423
631414,2815.0,1944.0,68.0,-6.090789078657765
240493,1784.0,699.0,68.0,-8.86061709695238
240543,2815.0,992.0,68.0,-1.59101448070425
631411,4185.0,2930.0,68.0,-4.4791221109373485
240487,42.0,3912.0,68.0,-2.50843073823528
240532,1904.0,1904.0,68.0,-4.16902754897864
