,drug_row,drug_col,cell_line_name,synergy_loewe
240176,554.0,2038.0,66.0,1.62870631360909
288360,3938.0,3943.0,89.0,4.55389517828003
78112,554.0,3928.0,20.0,2.08437698261016
78574,3311.0,554.0,22.0,8.84852611796154
70440,3940.0,3311.0,12.0,8.87206393940142
619470,3946.0,3078.0,137.0,-2.80848748089632
288199,2045.0,4087.0,87.0,-1.74681583493532
76490,2045.0,4209.0,14.0,-13.9356822970362
620119,219.0,453.0,142.0,11.4828549732834
620787,282.0,187.0,145.0,8.16417436958383
78392,282.0,554.0,21.0,3.33453385417438
620280,467.0,3311.0,143.0,-11.4378482306601
228460,467.0,2038.0,57.0,10.9333999450002
619430,1923.0,554.0,137.0,-0.525509226935328
245775,3938.0,282.0,69.0,7.38739889469263
75901,187.0,466.0,13.0,0.226741420234905
240106,453.0,282.0,66.0,-5.7222344950666
287296,3945.0,229.0,78.0,-32.4208593730111
239304,602.0,554.0,61.0,-2.78109661026557
82632,187.0,4210.0,43.0,0.64966781961356
81735,3944.0,3078.0,37.0,-9.52376659299723
81803,2048.0,330.0,38.0,1.85655975728425
287751,453.0,4091.0,83.0,-4.57855150153965
239253,4081.0,453.0,61.0,-41.597085324639
287981,3945.0,3944.0,85.0,5.49833375617338
48413,3325.0,331.0,6.0,9.29150704400921
80703,3939.0,2045.0,34.0,0.0436767247928657
81141,2045.0,663.0,35.0,-38.6650067556045
287199,3945.0,3941.0,77.0,5.90512602882297
81156,2045.0,356.0,35.0,-44.7705896341237
75929,219.0,556.0,13.0,6.30034642011298
620543,3946.0,779.0,144.0,-0.15569388251489
288834,2045.0,331.0,94.0,-1.67727378574348
78522,1971.0,219.0,22.0,-4.81175822110414
81700,160.0,1867.0,36.0,-6.34273470935165
53655,187.0,3940.0,7.0,1.29993038852704
77327,331.0,3311.0,17.0,-2.41819580701024
620998,3311.0,748.0,146.0,1.98449450597614
78183,779.0,219.0,20.0,-5.98532120435783
77344,2048.0,2045.0,17.0,5.28728695082022
79681,219.0,1321.0,27.0,8.3467554337741
620300,1923.0,157.0,143.0,-0.362605889978455
79816,779.0,331.0,27.0,4.01038648468321
76088,779.0,232.0,13.0,3.32099686828989
240105,453.0,2050.0,66.0,-11.2467278316184
80842,3325.0,3311.0,34.0,6.13754452157998
78837,3940.0,282.0,24.0,-0.25172873576078
79633,163.0,208.0,27.0,-0.401607466635753
78086,602.0,466.0,20.0,3.50566273373554
80040,187.0,282.0,29.0,-19.9512458458436
287347,160.0,4087.0,78.0,-3.59104813390066
81332,467.0,4209.0,36.0,-12.9039797155565
620151,3946.0,779.0,142.0,-24.9727903600312
80496,3940.0,2045.0,33.0,-12.3790153873852
53760,330.0,2890.0,8.0,-6.78429469050523
76753,163.0,282.0,15.0,9.32717938880421
620232,157.0,4166.0,142.0,-35.1851708422744
78861,1971.0,330.0,24.0,0.50760876408297
76322,187.0,837.0,14.0,-17.1934555953648
76888,330.0,2890.0,16.0,-3.66808963196385
620614,3311.0,282.0,144.0,4.53363210896742
288950,370.0,4216.0,95.0,10.9630409968974
77727,3325.0,282.0,19.0,-13.7197635808414
53616,3939.0,282.0,7.0,0.522242680759426
233750,453.0,554.0,59.0,13.5543293576328
619454,187.0,3325.0,137.0,4.78769902788901
54065,2045.0,282.0,8.0,6.81387992713453
630813,453.0,4084.0,57.0,-14.08852989638828
