,drug_row,drug_col,cell_line_name,synergy_zip
627684,604.0,2852.0,103.0,-6.177171045683014
642346,555.0,2852.0,2.0,-4.316165422129267
625555,263.0,604.0,177.0,-7.667500496388915
633888,340.0,3297.0,12.0,-1.0753350958861274
644635,555.0,263.0,60.0,-11.52185757993492
627566,4173.0,340.0,103.0,1.329450677034215
624309,4174.0,642.0,51.0,-1.6989663025027164
633840,1938.0,3361.0,12.0,-6.208908886732115
624356,4172.0,595.0,51.0,-2.8647502979666872
647949,3297.0,3361.0,116.0,5.251136555085091
625423,555.0,604.0,177.0,-6.208264327828263
647873,4173.0,4172.0,116.0,2.6247090764476684
625408,642.0,1938.0,177.0,-5.391735795048788
625445,4173.0,4176.0,177.0,-2.4662486545456423
644758,604.0,3361.0,60.0,-2.3860678263709447
625568,4176.0,4174.0,177.0,-3.5856143284513475
624540,340.0,604.0,150.0,-1.7975539565300265
627710,4176.0,4175.0,103.0,-1.899718789028297
625458,340.0,604.0,177.0,2.2618774147402925
624378,604.0,1938.0,51.0,-4.1075713766360575
627539,1938.0,595.0,103.0,-1.6355829425652524
633988,263.0,595.0,12.0,-7.79326588026807
627696,4175.0,2852.0,103.0,0.7316701460834651
627642,377.0,3361.0,103.0,3.649372308950761
625502,377.0,430.0,177.0,-1.9403981575275333
625513,3297.0,595.0,177.0,-6.100780103892838
624636,263.0,3361.0,150.0,-4.996585434836207
625499,377.0,555.0,177.0,-2.657579436866239
633907,2088.0,2852.0,12.0,0.5973305467754795
642354,4173.0,430.0,2.0,-4.105148692167113
644683,2088.0,2852.0,60.0,1.4067185964976296
624485,1938.0,3297.0,150.0,-10.019209504711691
633906,2088.0,4175.0,12.0,13.02735623884685
633997,2852.0,3297.0,12.0,-2.0393836891316552
644713,377.0,430.0,60.0,2.279565835684406
627621,430.0,4174.0,103.0,0.2701875645233048
633995,4175.0,3361.0,12.0,9.230586468612003
647969,307.0,3297.0,116.0,6.14342022857885
624273,4173.0,4172.0,51.0,-1.531124573748105
624520,4173.0,4172.0,150.0,0.1182840450148733
624619,307.0,3361.0,150.0,3.4967887962925466
625442,4173.0,263.0,177.0,-0.6488283670627348
625561,4175.0,2852.0,177.0,-0.6450759631225398
644762,263.0,642.0,60.0,-7.804451278713867
625486,430.0,4174.0,177.0,-1.7481178457994355
644678,2088.0,595.0,60.0,-1.5931226301014183
644641,4173.0,555.0,60.0,-8.24957021395365
642446,4172.0,2852.0,2.0,2.193418697104537
633897,340.0,4176.0,12.0,-2.9981009817999
647865,4173.0,555.0,116.0,-10.959300171337969
633892,340.0,3361.0,12.0,-2.825213511816685
624316,4174.0,2852.0,51.0,-0.8306537164993465
627598,2088.0,1938.0,103.0,-3.593100874103483
647871,4173.0,3297.0,116.0,1.750872327380164
633951,4172.0,1938.0,12.0,-10.3309091694964
624626,604.0,642.0,150.0,-9.225480995422089
642473,263.0,595.0,2.0,-4.262634634026122
625449,340.0,2088.0,177.0,6.302795087834706
627636,377.0,4174.0,103.0,2.9563757745130097
624585,377.0,3297.0,150.0,-0.7611711052572776
624603,4172.0,595.0,150.0,-5.466621230159988
634011,4176.0,2852.0,12.0,1.2195077305711148
644693,430.0,1938.0,60.0,-5.448415462289615
