,drug_row,drug_col,cell_line_name,synergy_hsa
644459,453.0,406.0,175.0,-0.0008950992815675
644456,630.0,787.0,175.0,-0.0008950992815675
644453,406.0,787.0,175.0,-0.0008950992815675
644454,406.0,1589.0,175.0,-0.0008950992815675
640887,630.0,1589.0,161.0,-7.51592820530175
644462,453.0,1589.0,175.0,-0.0008950992815675
640889,453.0,406.0,161.0,-0.2968358629897206
640892,453.0,1589.0,161.0,1.9151702112866087
644455,630.0,406.0,175.0,-0.0008950992815675
644458,1589.0,787.0,175.0,-0.0008950992815675
640888,1589.0,787.0,161.0,-2.033507687109838
640891,453.0,630.0,161.0,-8.7155587120973
