,drug_row,drug_col,cell_line_name,synergy_zip
240127,4081.0,4212.0,66.0,4.028285937233
288275,3938.0,2046.0,88.0,-2.62299759688124
78083,602.0,787.0,20.0,2.03426203527214
78555,219.0,282.0,22.0,1.23513432801554
70420,2048.0,3311.0,12.0,37.337620659685
619442,4166.0,779.0,137.0,5.12705328661742
288136,3520.0,3941.0,86.0,0.0571986889476306
76488,2045.0,546.0,14.0,-3.62820929167548
620096,4166.0,737.0,142.0,-7.35195389222729
620804,3311.0,737.0,145.0,-0.972215952857908
78378,219.0,2045.0,21.0,0.891259508696342
620268,467.0,3078.0,143.0,20.7648345301452
217960,3938.0,371.0,55.0,-290.986657230527
619410,467.0,737.0,137.0,-0.159781382887135
240359,160.0,4089.0,67.0,-5.65048859295059
75888,187.0,2890.0,13.0,-2.71856284697872
240045,3938.0,4085.0,65.0,-1.12502600981605
287217,3938.0,3941.0,77.0,10.181481240612
239236,453.0,2050.0,61.0,0.0027221482918045
82568,467.0,3195.0,43.0,-0.424267310988643
81631,779.0,556.0,36.0,-0.484793914042369
81739,1321.0,2045.0,37.0,6.54629273826625
287694,3938.0,3078.0,82.0,-7.89008814144925
239181,602.0,554.0,60.0,1.64958041096286
287922,554.0,4088.0,84.0,3.92236625360577
48415,3325.0,3940.0,6.0,-2.04523812968194
80571,556.0,282.0,33.0,9.91530973071013
81102,554.0,1867.0,35.0,77.5732197726895
282035,3938.0,3950.0,76.0,0.577782950282853
81119,554.0,356.0,35.0,12.7754073513219
75919,219.0,1321.0,13.0,7.56585416454264
620544,3946.0,282.0,144.0,-0.0649371946953178
288779,453.0,3520.0,94.0,0.499107638569221
78508,3078.0,2045.0,22.0,-2.47820470798195
81592,2045.0,3195.0,36.0,-1.09102896918414
53657,187.0,554.0,7.0,-13.5845410670584
77289,160.0,4210.0,16.0,-8.37851551064336
621001,3311.0,554.0,146.0,-3.96706639103998
78167,3928.0,2045.0,20.0,6.10528737900042
77303,160.0,359.0,16.0,-1.07325440478217
79613,163.0,663.0,27.0,-7.56651406642599
620290,1923.0,219.0,143.0,-1.56919855079483
79740,602.0,208.0,27.0,-9.66127467465634
76071,779.0,546.0,13.0,1.09157301118684
240044,3938.0,371.0,65.0,-3.50398796287003
80802,3938.0,3941.0,34.0,7.13750676581207
78802,3939.0,330.0,24.0,-3.34380501916187
79572,467.0,1896.0,27.0,0.681797581404847
78054,602.0,453.0,20.0,-4.4049003697139
79969,2045.0,331.0,28.0,-11.2392298253557
287268,330.0,3945.0,78.0,1.89155047288712
81280,330.0,546.0,36.0,6.33311498468378
620126,219.0,4207.0,142.0,-3.47484446100381
80405,300.0,2045.0,32.0,2.28094439560843
53763,330.0,2764.0,8.0,-3.82935282024964
76735,3941.0,330.0,15.0,18.6207825265744
620214,3311.0,187.0,142.0,8.66862605642624
78826,3078.0,282.0,24.0,-4.63569151404654
76310,187.0,453.0,14.0,-5.46464414510824
76836,3325.0,2045.0,15.0,-0.898540986446443
620622,3325.0,779.0,144.0,-4.73559469750846
288889,3945.0,3942.0,95.0,2.04559767021875
77678,187.0,282.0,19.0,-0.797187366223633
53616,3939.0,282.0,7.0,1.39972972213646
228494,4082.0,3945.0,57.0,-1.86039504967751
619428,1923.0,737.0,137.0,2.59738473232707
54066,2045.0,562.0,8.0,-6.56585273713017
633673,163.0,331.0,9.0,-1.8710602632254871
233820,602.0,554.0,59.0,11.9419123510641
650573,219.0,2045.0,14.0,7.817606825581585
245806,160.0,4087.0,69.0,9.02433616495226
77979,187.0,788.0,20.0,5.44040576253442
620007,219.0,2039.0,141.0,2.78278066586002
77584,3325.0,219.0,18.0,6.44698861460322
75826,163.0,2039.0,13.0,-2.48452827323393
620776,2045.0,779.0,145.0,-7.62395769146835
76378,219.0,4210.0,14.0,-8.46652980766498
77950,187.0,546.0,20.0,13.9274279812197
620739,3946.0,779.0,145.0,-0.85000049751778
619943,2045.0,437.0,140.0,1.96871835048007
76187,330.0,2890.0,14.0,-11.1397616899938
79668,187.0,787.0,27.0,-1.22246514242324
81869,1867.0,2045.0,38.0,-5.12886340919883
288074,3945.0,229.0,86.0,4.02621169882791
619062,187.0,4208.0,135.0,-1.38446329218087
77193,2045.0,282.0,16.0,0.357878960209135
75865,187.0,2039.0,13.0,-6.01284273667575
81052,602.0,331.0,35.0,272.163607387057
81340,467.0,748.0,36.0,-2.12327793711927
287635,282.0,4216.0,81.0,3.45715976134805
81589,2045.0,737.0,36.0,1.70527871347755
76483,2045.0,281.0,14.0,11.4385431188118
619270,219.0,4208.0,136.0,5.19904108338743
288527,3945.0,3944.0,91.0,-10.182144445795
288518,467.0,3938.0,91.0,1.84629957737136
80733,3940.0,300.0,34.0,-3.93446547839575
81889,219.0,282.0,38.0,8.80010563424428
59697,2045.0,2039.0,9.0,0.428483825834667
240183,554.0,2046.0,66.0,-7.427922282474
266288,3938.0,453.0,73.0,13.8170093665157
239154,4082.0,3945.0,60.0,0.699560019892082
288616,3945.0,3942.0,92.0,2.27683791613202
53638,3940.0,219.0,7.0,-2.44296103707913
75733,330.0,2622.0,13.0,1.63675178204065
620657,3940.0,4208.0,145.0,-2.50081541693667
80150,3078.0,330.0,30.0,-6.27346301373488
228459,467.0,4214.0,57.0,18.939860076122
287943,160.0,4087.0,84.0,0.704442662521385
78480,331.0,300.0,22.0,-7.15297578513089
619991,3325.0,748.0,140.0,2.76519140945646
239329,157.0,4083.0,61.0,0.391359304814544
239155,4082.0,3938.0,60.0,5.63797002435451
619505,554.0,3078.0,137.0,-6.53798930318114
618919,554.0,779.0,134.0,0.784107398334574
54085,779.0,4210.0,8.0,-5.5012683538473
81785,331.0,2045.0,38.0,5.46376700068933
620373,554.0,779.0,143.0,6.72902544128054
78931,2128.0,554.0,24.0,-9.56624681372039
77155,554.0,787.0,16.0,0.981733933287492
287314,3938.0,3946.0,78.0,19.8274333623853
77769,3939.0,330.0,20.0,1.53506844331493
239600,453.0,4089.0,62.0,5.69644195479089
81110,554.0,3195.0,35.0,22.8122537309968
618596,330.0,3938.0,133.0,1.00024172227513
82717,602.0,3928.0,43.0,8.0778717780094
79330,779.0,229.0,25.0,27.9462106721831
80996,187.0,772.0,35.0,16.7535259950275
59506,163.0,301.0,9.0,-1.97744683810398
76088,779.0,232.0,13.0,-8.89930275299099
65099,1321.0,331.0,11.0,-3.45687841690774
207565,3938.0,282.0,177.0,2.87212741040109
79325,779.0,772.0,25.0,13.9817213923377
78900,219.0,282.0,24.0,12.9644886331298
77043,1867.0,282.0,16.0,-3.29346032806888
619095,748.0,779.0,135.0,-5.11739642998295
288330,3944.0,3941.0,89.0,-1.93490680221693
228534,554.0,371.0,57.0,3.56506481847383
78307,331.0,3311.0,21.0,12.519771291938
77216,779.0,663.0,16.0,-2.71117635544438
82768,2045.0,453.0,43.0,0.364989256306501
288049,453.0,4091.0,86.0,4.42770166566784
82644,187.0,2890.0,43.0,5.74022003678329
287315,3938.0,2046.0,78.0,19.5885511716154
288261,163.0,4087.0,88.0,-0.400463711548945
78007,219.0,330.0,20.0,1.33587692336593
82113,1321.0,330.0,40.0,-7.51067556489796
618868,219.0,437.0,134.0,-3.53046414223163
82762,554.0,787.0,43.0,14.3976787240475
76337,187.0,2764.0,14.0,11.8265211173501
80533,187.0,2128.0,33.0,6.05819711401538
81523,602.0,301.0,36.0,-4.06114127827893
79845,779.0,562.0,27.0,9.01150116934771
75844,163.0,556.0,13.0,5.70679463435191
79755,554.0,1867.0,27.0,8.42849263645111
81995,3078.0,3940.0,39.0,-3.93899776787516
288080,163.0,3945.0,86.0,2.34475238427865
53876,187.0,540.0,8.0,-3.19414228726457
288134,68.0,3941.0,86.0,5.63776356631107
619331,282.0,437.0,136.0,-4.62934091732798
289149,3944.0,3941.0,97.0,1.22198742603536
620382,2045.0,737.0,143.0,1.18877814763108
77391,1231.0,3940.0,17.0,9.69312672805365
288858,370.0,4087.0,94.0,0.659147296361929
59468,467.0,466.0,9.0,15.8108200644563
79498,3325.0,3311.0,26.0,-8.47437670734671
619591,219.0,3928.0,138.0,-0.542443743844015
76269,163.0,4209.0,14.0,-7.48401422806657
239220,331.0,4088.0,61.0,8.751306255717
82125,187.0,2045.0,40.0,6.75187697190631
77658,3940.0,2045.0,19.0,1.32483267708764
618931,2045.0,779.0,134.0,0.280264463476324
54018,554.0,3928.0,8.0,-3.37488826567038
619113,554.0,748.0,135.0,-1.18544761045534
239696,4084.0,3078.0,62.0,6.22718777333819
77233,779.0,562.0,16.0,-9.21717141853023
618635,1923.0,3940.0,133.0,0.827929397972154
80008,2048.0,3311.0,29.0,14.3756180392923
233785,4081.0,72.0,59.0,1.54779965856878
619854,1923.0,282.0,140.0,1.52038871588885
239681,554.0,4212.0,62.0,1.96994061454677
77409,219.0,4207.0,17.0,0.626888501761608
75791,467.0,1896.0,13.0,-1.06287384185613
618772,3325.0,748.0,133.0,2.30179964244608
619549,3311.0,737.0,137.0,-2.81590928789896
76017,554.0,356.0,13.0,7.4582292625017
59536,187.0,3195.0,9.0,2.08486758617614
65049,331.0,2128.0,11.0,-0.777301439680841
207584,554.0,282.0,177.0,7.22341225240954
79079,163.0,837.0,25.0,-1.14978746730965
78715,1231.0,3311.0,23.0,-4.91753326311645
455106,554.0,282.0,119.0,-1.93319940376407
619846,1923.0,187.0,140.0,6.7765427812721
239692,2045.0,331.0,62.0,8.82795221953399
