,drug_row,drug_col,cell_line_name,synergy_loewe
644459,453.0,406.0,175.0,-0.0003875764311773
644456,630.0,787.0,175.0,-0.0003135891706737
644453,406.0,787.0,175.0,-0.0003273428048866
644454,406.0,1589.0,175.0,-0.0003273428048866
640887,630.0,1589.0,161.0,-7.2117117695233555
644462,453.0,1589.0,175.0,-0.0003273428048866
640889,453.0,406.0,161.0,-0.931233226049628
640892,453.0,1589.0,161.0,1.0617687966349527
644455,630.0,406.0,175.0,-0.000370331424326
644458,1589.0,787.0,175.0,-0.0003875759912575
640888,1589.0,787.0,161.0,-1.939015555162558
640891,453.0,630.0,161.0,-14.106328485631227
