,drug_row,drug_col,cell_line_name,synergy_zip
156729,206.0,604.0,47.0,9.63739114438728
157506,1006.0,604.0,47.0,4.37248680418035
158529,453.0,37.0,47.0,119.479445863639
158439,406.0,123.0,47.0,16.0486509270887
158281,1782.0,604.0,47.0,17.7908692907657
158261,1762.0,604.0,47.0,2.88144205575378
157841,1341.0,604.0,47.0,12.0063855024779
157171,666.0,604.0,47.0,-11.7875037132828
157084,3153.0,604.0,47.0,25.4824155031595
158471,419.0,788.0,47.0,7.96824844408907
158035,1534.0,604.0,47.0,66.5229373514363
158754,31.0,406.0,47.0,-1.21001685676188
157989,1488.0,604.0,47.0,19.6810727856006
157328,828.0,604.0,47.0,17.1368785428087
157147,615.0,604.0,47.0,-0.656234954691996
157785,1285.0,604.0,47.0,0.0244105649786644
156871,348.0,604.0,47.0,6.87639590221913
156551,26.0,604.0,47.0,7.88786241307997
157252,750.0,604.0,47.0,9.01725300951247
157472,972.0,604.0,47.0,1.85655468436117
158028,1527.0,604.0,47.0,2.14651045285893
158052,1551.0,604.0,47.0,54.830971594662
158454,127.0,788.0,47.0,10.0136624147547
156535,9.0,604.0,47.0,9.03200161125741
156609,87.0,604.0,47.0,2.94951189709344
156824,300.0,604.0,47.0,7.80533211750759
158154,1655.0,604.0,47.0,4.44974466020686
156928,407.0,604.0,47.0,11.7429775889207
156610,88.0,604.0,47.0,2.5878000623092
158045,1544.0,604.0,47.0,62.3620213949561
157815,1315.0,604.0,47.0,6.54052750259984
158406,317.0,316.0,47.0,134.747915135658
156617,95.0,604.0,47.0,-5.739506077147
158609,413.0,72.0,47.0,-7.62124590622849
157108,572.0,604.0,47.0,5.66455735601902
632340,753.0,31.0,48.0,3.3881615546705164
157507,1007.0,604.0,47.0,-4.46016590420888
158457,753.0,788.0,47.0,-0.945614382139204
158188,1689.0,604.0,47.0,-1.28265088332152
158378,1330.0,101.0,47.0,0.317251298045333
158032,1531.0,604.0,47.0,73.054672690582
158814,15.0,413.0,47.0,14.3646089710891
157345,845.0,604.0,47.0,17.3726450620233
156574,51.0,604.0,47.0,3.94801862571759
157360,860.0,604.0,47.0,9.6048920050319
157982,4243.0,604.0,47.0,7.35401044198874
157881,1381.0,604.0,47.0,4.64456128405286
157728,1228.0,604.0,47.0,13.1789215359386
157088,4075.0,604.0,47.0,65.1824571107088
157777,1277.0,604.0,47.0,-4.30387455077052
157118,585.0,604.0,47.0,20.5191043851078
157262,760.0,604.0,47.0,8.47815992576514
158688,15.0,317.0,47.0,20.0153300526058
632355,1568.0,604.0,48.0,5.954056949444021
158434,317.0,123.0,47.0,24.8949588502831
158613,1352.0,72.0,47.0,-9.50675893488399
157772,1272.0,604.0,47.0,5.98173666704482
158213,1714.0,604.0,47.0,16.451217297904
156991,475.0,604.0,47.0,0.29733282866517
157307,807.0,604.0,47.0,7.80871399915259
157853,1353.0,604.0,47.0,7.95758080903461
156870,346.0,604.0,47.0,-0.0308282967185694
156762,238.0,604.0,47.0,-7.73090752274446
158531,317.0,37.0,47.0,237.253896970455
157310,810.0,604.0,47.0,6.97492985409148
158313,1814.0,604.0,47.0,7.24415688437649
158205,1706.0,604.0,47.0,14.92692585842
158066,1565.0,604.0,47.0,22.6698541621104
156664,142.0,604.0,47.0,18.5867273165411
157539,1039.0,604.0,47.0,12.8834908842712
158394,123.0,316.0,47.0,11.7393890616039
157448,948.0,604.0,47.0,-6.08156969504295
157436,936.0,604.0,47.0,-2.73884053795359
632336,788.0,604.0,48.0,-2.5554311770700258
158599,1330.0,72.0,47.0,12.4516101088279
157894,1394.0,604.0,47.0,6.12559292785202
158627,1280.0,475.0,47.0,20.8539589923755
157874,1374.0,604.0,47.0,9.96125345841807
157954,1454.0,604.0,47.0,23.8791828307728
156838,314.0,604.0,47.0,-2.13085243393102
158412,296.0,316.0,47.0,53.5786580312552
157343,843.0,604.0,47.0,-1.36202891768662
157415,915.0,604.0,47.0,-1.01572847971592
158458,72.0,788.0,47.0,7.17750706222052
632296,4167.0,604.0,47.0,7.410845181805151
157715,1215.0,604.0,47.0,3.38895580179304
157957,1457.0,604.0,47.0,13.2888436944226
158660,296.0,731.0,47.0,15.3435693045436
157792,1292.0,604.0,47.0,15.1229638122249
157221,718.0,604.0,47.0,4.38491633620335
158540,419.0,37.0,47.0,-0.186550888460469
157375,875.0,604.0,47.0,8.58793442935751
157724,1224.0,604.0,47.0,9.50030256426881
158092,1593.0,604.0,47.0,7.40430142333029
158179,1680.0,604.0,47.0,3.06731215688927
157651,1151.0,604.0,47.0,58.1922280758435
157103,567.0,604.0,47.0,8.12238205503499
158658,75.0,731.0,47.0,3.78711699407832
156827,303.0,604.0,47.0,-5.84172334867693
158705,397.0,1330.0,47.0,23.5341169560504
156934,413.0,604.0,47.0,1.23234145310742
158738,419.0,75.0,47.0,-3.13612150047671
156773,249.0,604.0,47.0,3.39829996061382
157175,670.0,604.0,47.0,-4.85333084223753
158732,1352.0,397.0,47.0,19.6061030951118
157527,1027.0,604.0,47.0,9.0548409310692
156742,219.0,604.0,47.0,-3.33269509400803
158137,1638.0,604.0,47.0,17.0679778496427
158356,1857.0,604.0,47.0,10.7708347112293
156553,28.0,604.0,47.0,4.3436787698024
158384,407.0,101.0,47.0,-0.88237836050088
158377,227.0,101.0,47.0,6.10916271928556
156941,422.0,604.0,47.0,13.3613592653036
157756,1256.0,604.0,47.0,11.7875007181767
157259,757.0,604.0,47.0,-2.33414285104506
157831,4242.0,604.0,47.0,15.1257635133193
158411,406.0,316.0,47.0,93.6787013588077
157953,1453.0,604.0,47.0,26.4817205315616
157458,958.0,604.0,47.0,5.8964899876376
157666,1166.0,604.0,47.0,93.9543203330043
157947,1447.0,604.0,47.0,9.44656142937817
156628,106.0,604.0,47.0,10.0456464955822
158664,1280.0,731.0,47.0,-3.6095879604303
157374,874.0,604.0,47.0,3.99953297552286
157136,604.0,604.0,47.0,-2.88912630835033
157126,594.0,604.0,47.0,-8.72186640040904
156585,63.0,604.0,47.0,18.9443070901429
157935,1435.0,604.0,47.0,7.18553342365419
157660,1160.0,604.0,47.0,69.4065974949267
156960,441.0,604.0,47.0,11.966911778023
158516,419.0,127.0,47.0,221.797318827749
156588,66.0,604.0,47.0,5.16116691681576
158506,731.0,127.0,47.0,170.019362101602
156895,373.0,604.0,47.0,7.84939861626235
158128,1629.0,604.0,47.0,16.1327098239608
158666,413.0,731.0,47.0,12.6083096440673
157962,1462.0,604.0,47.0,2.51176754010218
158382,296.0,101.0,47.0,1.03794263110142
157494,994.0,604.0,47.0,5.56487888929568
157047,534.0,604.0,47.0,2.61055758272428
157100,564.0,604.0,47.0,14.1377303164812
158248,1749.0,604.0,47.0,13.027304987345
156840,316.0,604.0,47.0,1.17042739089219
157541,1041.0,604.0,47.0,1.11102611666676
