,drug_row,drug_col,cell_line_name,synergy_zip
35355,215.0,85.0,5.0,39.6075370304501
35304,508.0,85.0,5.0,15.0975631123114
36028,160.0,85.0,5.0,33.1113143583315
35981,2934.0,85.0,5.0,4.65268327443172
34911,2314.0,85.0,5.0,-10.230001173227
35675,1692.0,85.0,5.0,10.6663316328028
34369,1970.0,85.0,5.0,9.82778624007434
35134,1700.0,85.0,5.0,10.3479572955459
35511,2650.0,85.0,5.0,26.5573369126727
34683,308.0,85.0,5.0,12.9121163462733
35662,2746.0,85.0,5.0,-4.47017789043406
34439,2014.0,85.0,5.0,11.4354433734628
35941,721.0,85.0,5.0,30.5095943200268
34428,2008.0,85.0,5.0,43.3517902702823
35310,2529.0,85.0,5.0,33.9434289499386
35847,2863.0,85.0,5.0,13.3345119131266
34628,48.0,85.0,5.0,0.296860202909187
36067,374.0,85.0,5.0,33.6377179299951
34665,1420.0,85.0,5.0,-7.20049474824237
35363,2560.0,85.0,5.0,1.14492654255058
35418,2594.0,85.0,5.0,19.1119862067367
35139,2449.0,85.0,5.0,24.9732572163564
34768,528.0,85.0,5.0,-0.715170645456453
34651,1884.0,85.0,5.0,3.81211413536682
36048,2982.0,85.0,5.0,-2.16270844664734
35177,2468.0,85.0,5.0,32.051990942744
34464,2027.0,85.0,5.0,-3.96131618599747
35004,2383.0,85.0,5.0,-20.5207439155854
34660,2151.0,85.0,5.0,3.23736480420142
34963,1769.0,85.0,5.0,10.5695125653353
35975,556.0,85.0,5.0,46.0502747617177
34839,2262.0,85.0,5.0,16.6969442480485
34737,2200.0,85.0,5.0,15.9473058177261
34518,2056.0,85.0,5.0,13.1185018875624
35300,2523.0,85.0,5.0,4.6280366350199
35138,2448.0,85.0,5.0,8.08036722494635
35347,1686.0,85.0,5.0,17.1319786356477
34565,2088.0,85.0,5.0,7.66346375167629
35464,1505.0,85.0,5.0,2.68043640031705
34478,2033.0,85.0,5.0,12.9807676992987
35607,216.0,85.0,5.0,-0.082280046759152
35469,1704.0,85.0,5.0,5.20189302087438
35080,2419.0,85.0,5.0,8.96436491615273
36000,2948.0,85.0,5.0,-1.42926543549357
35125,2442.0,85.0,5.0,45.8022834761916
35764,966.0,85.0,5.0,20.9606706360163
34922,2323.0,85.0,5.0,5.44938065055307
